game_id,language,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,elicit_beliefs,tom_order,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent1_regret_per_round,agent1_regret_mean,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,agent2_regret_per_round,agent2_regret_mean,welfare_mean_sum,welfare_mean_min,welfare_mean_gini,welfare_efficiency,welfare_per_round
game_10,en,True,10,4,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionB', 'OptionB', 'OptionB']","[0.0, 10.0, 10.0, 2.0]",[],"[2.0, 0.0, 0.0, 0.0]",0.5,agent2,Claude Haiku 4.5,cooperative,1.0,"['OptionB', 'OptionA', 'OptionA', 'OptionB']","[10.0, 0.0, 0.0, 2.0]",[],"[0.0, 2.0, 2.0, 0.0]",1.0,8.5,0.5,0.375,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_11,en,True,10,7,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 10.0, 0.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 0.0, 2.0, 0.0]",1.7142857142857142,agent2,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 0.0, 10.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 2.0, 0.0, 0.0]",1.7142857142857142,9.714285714285714,2.0,0.2857142857142857,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_12,en,True,10,6,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 0.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 10.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 0.0, 0.0]",1.6666666666666667,9.666666666666666,2.3333333333333335,0.25,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_13,en,True,10,5,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 6.0, 0.0, 2.0]",[],"[4.0, 4.0, 4.0, 2.0, 0.0]",2.8,agent2,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 6.0, 10.0, 2.0]",[],"[4.0, 4.0, 4.0, 0.0, 0.0]",2.4,10.0,4.0,0.1,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_14,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionA']","[0.0, 10.0, 0.0, 10.0, 6.0, 0.0, 10.0, 0.0, 6.0, 0.0]",[],"[2.0, 0.0, 2.0, 0.0, 4.0, 2.0, 0.0, 2.0, 4.0, 2.0]",1.8,agent2,Claude Haiku 4.5,neutral,0.0,"['OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[10.0, 0.0, 10.0, 0.0, 6.0, 10.0, 0.0, 10.0, 6.0, 10.0]",[],"[0.0, 2.0, 0.0, 2.0, 4.0, 0.0, 2.0, 0.0, 4.0, 0.0]",1.4,10.4,1.2,0.4,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}]"
game_15,en,True,10,4,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.0, 6.0, 0.0, 2.0]",[],"[2.0, 4.0, 2.0, 0.0]",2.0,agent2,Claude Haiku 4.5,neutral,0.5,"['OptionB', 'OptionA', 'OptionB', 'OptionB']","[10.0, 6.0, 10.0, 2.0]",[],"[0.0, 4.0, 0.0, 0.0]",1.0,9.0,2.0,0.25,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_16,en,True,10,7,False,False,1,agent1,Claude Haiku 4.5,cooperative,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[0.0, 6.0, 6.0, 6.0, 10.0, 0.0, 2.0]",[],"[2.0, 4.0, 4.0, 4.0, 0.0, 2.0, 0.0]",2.2857142857142856,agent2,Claude Haiku 4.5,neutral,1.0,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[10.0, 6.0, 6.0, 6.0, 0.0, 10.0, 2.0]",[],"[0.0, 4.0, 4.0, 4.0, 2.0, 0.0, 0.0]",2.0,10.0,2.857142857142857,0.21428571428571427,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_17,en,True,10,1,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,['OptionB'],[2.0],[],[0.0],0.0,agent2,Claude Haiku 4.5,cooperative,1.0,['OptionB'],[2.0],[],[0.0],0.0,4.0,2.0,0.0,,"[{'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_18,en,True,10,5,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[6.0, 0.0, 10.0, 6.0, 2.0]",[],"[4.0, 2.0, 0.0, 4.0, 0.0]",2.0,agent2,Claude Haiku 4.5,selfish,0.0,"['OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[6.0, 10.0, 0.0, 6.0, 2.0]",[],"[4.0, 0.0, 2.0, 4.0, 0.0]",2.0,9.6,2.8,0.2,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_19,en,True,10,5,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 6.0, 0.0, 2.0]",[],"[4.0, 4.0, 4.0, 2.0, 0.0]",2.8,agent2,Claude Haiku 4.5,selfish,0.5,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionB']","[6.0, 6.0, 6.0, 10.0, 2.0]",[],"[4.0, 4.0, 4.0, 0.0, 0.0]",2.4,10.0,4.0,0.1,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_20,en,True,10,6,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[6.0, 6.0, 0.0, 10.0, 6.0, 2.0]",[],"[4.0, 4.0, 2.0, 0.0, 4.0, 0.0]",2.3333333333333335,agent2,Claude Haiku 4.5,selfish,1.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionA', 'OptionB']","[6.0, 6.0, 10.0, 0.0, 6.0, 2.0]",[],"[4.0, 4.0, 0.0, 2.0, 4.0, 0.0]",2.3333333333333335,10.0,3.3333333333333335,0.16666666666666666,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_21,en,True,10,5,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,"['OptionA', 'OptionA', 'OptionB', 'OptionA', 'OptionB']","[6.0, 0.0, 10.0, 0.0, 2.0]",[],"[4.0, 2.0, 0.0, 2.0, 0.0]",1.6,agent2,Claude Haiku 4.5,neutral,0.0,"['OptionA', 'OptionB', 'OptionA', 'OptionB', 'OptionB']","[6.0, 10.0, 0.0, 10.0, 2.0]",[],"[4.0, 0.0, 2.0, 0.0, 0.0]",1.2,9.2,1.6,0.3,,"[{'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 4.0, 'mean': 2.0, 'min': 2.0, 'max': 2.0, 'gini': 0.0}]"
game_22,en,True,10,10,False,False,1,agent1,Claude Haiku 4.5,cooperative,1.0,"['OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionB']","[0.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0]",[],"[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0]",3.4,agent2,Claude Haiku 4.5,neutral,0.5,"['OptionB', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA', 'OptionA']","[10.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0]",[],"[0.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0]",3.4,11.6,4.8,0.1,,"[{'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 12.0, 'mean': 6.0, 'min': 6.0, 'max': 6.0, 'gini': 0.0}, {'sum': 10.0, 'mean': 5.0, 'min': 0.0, 'max': 10.0, 'gini': 0.5}]"
